ID,Score,Client Type,Engagement,Title,Budget / Rate,Contact Channel,Direct Email,Calendly / Booking,Telegram / Handles,Action Link,Skills,Source,Discovered At
1490,0.0,UNKNOWN,HOURLY_CONTRACT,Cabin Cleaning Agent at Menzies Aviation,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-cabin-cleaning-agent-menzies-aviation-1136812,"exec, education, customer support, controller, accounting, finance, microsoft, ops, excel, medical, recruiter, infosec, testing",RemoteOK,2026-08-17 16:00
1488,0.0,UNKNOWN,HOURLY_CONTRACT,Staff Software Development Engineer SDM at Delinea,"$185,000 USD",SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-staff-software-development-engineer-sdm-delinea-1136796,"dev, design, saas, sys admin, infosec, vfx, technical, web dev, exec, devops, education, finance, cloud, api, admin, ops, golang, medical, engineer, backend, digital nomad, Go, SQL, Kubernetes, AWS, GCP, Azure, Terraform, CI/CD",RemoteOK,2026-08-17 16:00
1487,0.0,UNKNOWN,HOURLY_CONTRACT,Strategic Account Executive Lodging at FreedomPay,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-strategic-account-executive-lodging-freedompay-1136797,"saas, infosec, game dev, consulting, marketing, travel, speech, exec, finance, education, api, mobile, senior, ops, stats, sales, medical, full time",RemoteOK,2026-08-17 16:00
1486,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,Member of Technical Staff Engineering at Physical Superintelligence,Milestone Quote,EMAIL,physics@scale.we,,,mailto:physics@scale.we,"design, infosec, technical, dev, testing, cloud, exec, engineer, digital nomad, Next.js",RemoteOK,2026-08-17 16:00
1485,0.0,UNKNOWN,HOURLY_CONTRACT,Custom Role at TAR,$350 USD,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-custom-role-tar-1136831,"dev, sales, golang, non tech, digital nomad",RemoteOK,2026-08-17 16:00
1484,0.0,UNKNOWN,HOURLY_CONTRACT,Getting It Right at Brite Enterprises,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-getting-it-right-brite-enterprises-1136803,,RemoteOK,2026-08-17 16:00
1483,0.0,UNKNOWN,HOURLY_CONTRACT,Executive Assistant at Numeris,"$65,000 USD",SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-executive-assistant-numeris-1136808,"virtual assistant, hr, sys admin, education, game dev, customer support, marketing, travel, finance, c, exec, content writing, senior, ops, excel, legal, medical",RemoteOK,2026-08-17 16:00
1482,0.0,UNKNOWN,HOURLY_CONTRACT,Nexus at Flurix.AI,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-nexus-flurix-ai-1136845,,RemoteOK,2026-08-17 16:00
1414,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,SEEKING FREELANCER | MorphMarket | FULLY REMOTE (all countries) | Designer FE Engineer | 20 - 40hrs/week ongoing contrac,Milestone Quote,TELEGRAM,,,"@brittniszoo, @semicolonsons",https://t.me/brittniszoo,"Web Development, Design, React, HTML/CSS",Client Leads,2026-08-16 10:27
1285,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Geiselbach, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-geiselbach-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-114320,"Directors, Chief Executives",Arbeitnow,2026-08-16 09:07
1284,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Vellberg, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-vellberg-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-324015,"Directors, Chief Executives",Arbeitnow,2026-08-16 09:07
1283,0.0,UNKNOWN,HOURLY_CONTRACT,Senior Influencer Marketing Manager (m/w/d) in Frankfurt at LikeGroup GmbH,Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/likegroup-gmbh/senior-influencer-marketing-manager-in-frankfurt-frankfurt-am-main-394580,Marketing Manager,Arbeitnow,2026-08-16 09:07
1282,0.0,UNKNOWN,HOURLY_CONTRACT,Junior Influencer Marketing Manager (m/w/d) at LikeGroup GmbH,Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/likegroup-gmbh/junior-influencer-marketing-manager-frankfurt-am-main-245457,Marketing Manager,Arbeitnow,2026-08-16 09:07
1281,0.0,UNKNOWN,HOURLY_CONTRACT,Account Director Influencer Marketing & Social Media (m/w/d) at LikeGroup GmbH,Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/likegroup-gmbh/account-director-influencer-marketing-social-media-frankfurt-am-main-231986,Social Media Manager,Arbeitnow,2026-08-16 09:07
1279,0.0,UNKNOWN,HOURLY_CONTRACT,Developer Relations Engineer at Canonical Ltd.,"$2,000 USD",SOURCE_LINK,,,,https://jobicy.com/jobs/149993-developer-relations-engineer,"Docker, Linux",Jobicy,2026-08-16 09:07
1278,0.0,UNKNOWN,HOURLY_CONTRACT,1775 RPG/AS400 & JD Edwards EnterpriseOne Developer at Softgic,Milestone Quote,SOURCE_LINK,,,,https://jobicy.com/jobs/150052-1775-rpg-as400-jd-edwards-enterpriseone-developer,SQL,Jobicy,2026-08-16 09:07
1276,0.0,UNKNOWN,HOURLY_CONTRACT,Workflow Developer & Tester at Webbing,Milestone Quote,SOURCE_LINK,,,,https://jobicy.com/jobs/143728-workflow-developer-tester,"Python, Java, PostgreSQL, Redis, SQL, Docker, Kubernetes, AWS",Jobicy,2026-08-16 09:07
1275,0.0,UNKNOWN,HOURLY_CONTRACT,Data Labeling Specialists at Workada,$17 USD,SOURCE_LINK,,,,https://remotive.com/remote-jobs/data/data-labeling-specialists-2090903,"research, digital content, spreadsheets",Remotive,2026-08-16 09:07
1274,0.0,UNKNOWN,HOURLY_CONTRACT,Senior Graphic Designer at Lemon.io,$11 USD,SOURCE_LINK,,,,https://remotive.com/remote-jobs/design/senior-graphic-designer-2091081,".Net, android, C, C#, C++, data science, golang, illustrator, ios, java, javascript, node.js, php, python, react, ruby/rails, scala, shopify, swift, wordpress, blockchain, AI/ML, automation, project management, adobe creative suite, react native, rust, unity, electron, spring, laravel, Ethereum, graphic design, Typescript, angular, data engineering, Site Reliability, SOLID, Symfony, startup, marketplace, next.js, adobe illustrator, flutter, LLM, Python, Node.js, Go, Rust, Java, PHP, Ruby, TypeScript, JavaScript, React, Next.js, Vue, Angular, Svelte, React Native, Flutter, iOS, Android",Remotive,2026-08-16 09:07
1273,0.0,UNKNOWN,HOURLY_CONTRACT,Freelance Copywriter at Coalition Technologies,"$35,000 USD",SOURCE_LINK,,,,https://remotive.com/remote-jobs/writing/freelance-copywriter-1749306,"accounting, excel, research, data analysis, bookkeeping, google sheets, quickbooks, data entry, insurance, G Suite",Remotive,2026-08-16 09:07
1272,0.0,UNKNOWN,HOURLY_CONTRACT,Freelance Writer at IAPWE,$75 USD,SOURCE_LINK,,,,https://remotive.com/remote-jobs/writing/freelance-writer-1185979,REST,Remotive,2026-08-16 09:07
1271,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,SaaS Product Support Jedi at Creative Force,Milestone Quote,SOURCE_LINK,,,,https://remotive.com/remote-jobs/customer-service/saas-product-support-jedi-2091087,"api, CSS, go, html, javascript, saas, onboarding, chat, startup, troubleshooting, product support, testing, github, JavaScript, HTML/CSS, SQL",Remotive,2026-08-16 09:07
1270,0.0,UNKNOWN,HOURLY_CONTRACT,Maintenance Planner at The HEINEKEN Company,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-maintenance-planner-the-heineken-company-1136810,"sys admin, infosec, music, teaching, education, game dev, legal, architecture, designer, technical, writer, supervisor, coordinator, customer support, dev, exec, web dev, controller, analyst, travel, speech, accounting, payroll, virtual assistant, adult, finance, video, math, admin, mobile, webmaster, ops, marketing, sales, medical, engineer, digital nomad",RemoteOK,2026-08-16 09:07
1269,0.0,UNKNOWN,HOURLY_CONTRACT,Staff Software Developer at Cision,"$143,000 CAD",EMAIL,"hr.support@cision.com, impact@cision.be",,@cision,mailto:hr.support@cision.com,"LLM, React, SQL",Jobicy,2026-08-16 08:31
1268,0.0,UNKNOWN,HOURLY_CONTRACT,Software Developer II at Cision,"$96,395 CAD",EMAIL,"hr.support@cision.com, impact@cision.be",,@cision,mailto:hr.support@cision.com,"LLM, SQL",Jobicy,2026-08-16 08:31
1267,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"Go (Golang) Software Engineer, Developer Tooling and Containers at Canonical Ltd.","$2,000 USD",SOURCE_LINK,,,,https://jobicy.com/jobs/150365-go-golang-software-engineer-developer-tooling-and-containers,"Python, Go, Docker, Linux",Jobicy,2026-08-16 08:31
1266,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,Staff Software Developer at Varicent,"$104,300 CAD",EMAIL,accomodations@varicent.com,,@varicent,mailto:accomodations@varicent.com,"Java, React, AWS, CI/CD",Jobicy,2026-08-16 08:31
1264,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Bauerbach, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-bauerbach-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-156147,"Directors, Chief Executives",Arbeitnow,2026-08-16 08:29
1263,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Morsbach, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-morsbach-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-115587,"Directors, Chief Executives",Arbeitnow,2026-08-16 08:29
1262,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Kirchberg, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-kirchberg-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-431955,"Directors, Chief Executives",Arbeitnow,2026-08-16 08:29
1261,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Riedlingen, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-riedlingen-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-444879,"Directors, Chief Executives",Arbeitnow,2026-08-16 08:29
1260,0.0,UNKNOWN,HOURLY_CONTRACT,"Steuerberater (m/w/d) in Breitenbrunn, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€ at Taxtalente.de",Milestone Quote,SOURCE_LINK,,,,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-breitenbrunn-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-191228,"Directors, Chief Executives",Arbeitnow,2026-08-16 08:29
1259,0.0,UNKNOWN,HOURLY_CONTRACT,Sales Jedi at Creative Force,Milestone Quote,SOURCE_LINK,,,,https://remotive.com/remote-jobs/sales/sales-jedi-2091088,"saas, video, SOLID, chat, saas sales, mental health",Remotive,2026-08-16 08:29
1258,0.0,UNKNOWN,HOURLY_CONTRACT,Tier III Service Desk Engineer at Unio Digital,Milestone Quote,SOURCE_LINK,,,,https://remotive.com/remote-jobs/information-technology/tier-iii-service-desk-engineer-2091045,"azure, cisco, security, video, documentation, hardware, helpdesk, onboarding, MSP, ticketing, Microsoft 365, IT systems, Azure",Remotive,2026-08-16 08:29
1257,0.0,UNKNOWN,HOURLY_CONTRACT,"Inside Sales Contractor at Credit Wellness, LLC","$35,000 USD",SOURCE_LINK,,,,https://remotive.com/remote-jobs/sales/inside-sales-contractor-2086540,"CRM, google sheets, financial services, Inside Sales",Remotive,2026-08-16 08:29
1255,0.0,UNKNOWN,HOURLY_CONTRACT,Face Deduplication Collection at TELUS Digital,$1 USD,EMAIL,training@telus.the,,,mailto:training@telus.the,research,Remotive,2026-08-16 08:29
1232,0.0,UNKNOWN,HOURLY_CONTRACT,Coinbase: Creative Director,"$216,300 USD",EMAIL,"working@coinbase.as, accommodations@coinbase.com.need",,,mailto:working@coinbase.as,,WeWorkRemotely,2026-08-16 07:53
1230,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"Stripe: Fullstack Engineer, Privy",Milestone Quote,SOURCE_LINK,,,,https://weworkremotely.com/remote-jobs/stripe-fullstack-engineer-privy,"Node.js, Ruby, TypeScript, JavaScript, React, Next.js, AWS",WeWorkRemotely,2026-08-16 07:53
1229,0.0,UNKNOWN,HOURLY_CONTRACT,Stripe: GTM Operations Process Architect,Milestone Quote,EMAIL,organization@scale.what,,,mailto:organization@scale.what,"Next.js, SQL",WeWorkRemotely,2026-08-16 07:53
1227,0.0,UNKNOWN,HOURLY_CONTRACT,Brand Protection & Marketplace Compliance Analyst at MultiplyMii,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-brand-protection-marketplace-compliance-analyst-multiplymii-1136687,"analyst, amazon, salesforce, technical, recruiter, customer support, marketing, speech, exec, content writing, excel, sales, ecommerce, full time",RemoteOK,2026-08-16 07:53
1226,0.0,UNKNOWN,HOURLY_CONTRACT,Shop Assistant Cammeray at Harris Farm Markets,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-shop-assistant-cammeray-harris-farm-markets-1136719,"architecture, medical, exec, education, customer support, marketing, virtual assistant, ops, sales, infosec, travel, finance, recruiter, design, python, vfx, technical, supervisor, c, c plus plus, senior, digital nomad, legal, payroll, admin, scheme, full time, dev, english teacher, teaching, hr, music, junior, sys admin, Next.js",RemoteOK,2026-08-16 07:53
1225,0.0,UNKNOWN,HOURLY_CONTRACT,Why Your First Weeks a New Role Shape Everything That Follows at Decode-X,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-why-your-first-weeks-a-new-role-shape-everything-that-follows-decode-x-1136792,ops,RemoteOK,2026-08-16 07:53
1224,0.0,UNKNOWN,HOURLY_CONTRACT,QA Tester Entry Level at Ace IT Careers,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-qa-tester-entry-level-ace-it-careers-1136701,"testing, dev, analyst, quality assurance, digital nomad",RemoteOK,2026-08-16 07:53
1223,0.0,UNKNOWN,HOURLY_CONTRACT,Current openings at Mobiux Labs UK Limited ( Formerly Vida Technologies Ltd),Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-current-openings-mobiux-labs-uk-limited-formerly-vida-technologies-ltd-1136793,"infosec, customer support, javascript, JavaScript",RemoteOK,2026-08-16 07:53
1222,0.0,UNKNOWN,HOURLY_CONTRACT,Sandblaster at Tiger Calcium Services Inc.,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-sandblaster-tiger-calcium-services-inc-1136800,"music, education, exec, marketing, sales, medical, testing",RemoteOK,2026-08-16 07:53
1155,0.0,UNKNOWN,HOURLY_CONTRACT,Test Job at Link Snacks,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-test-job-link-snacks-1136686,"testing, non tech",RemoteOK,2026-08-15 13:06
1058,0.0,UNKNOWN,HOURLY_CONTRACT,Quality Checker at InTechNative,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-quality-checker-intechnative-1136776,"infosec, javascript, JavaScript",RemoteOK,2026-08-15 12:04
1057,0.0,UNKNOWN,HOURLY_CONTRACT,Engineering Manager Thailand at Bjak,Milestone Quote,EMAIL,operate@scale.own,,,mailto:operate@scale.own,"exec, design, sys admin, front end, infosec, technical, dev, testing, finance, cloud, mobile, engineer, backend, digital nomad, Next.js",RemoteOK,2026-08-15 12:04
1056,0.0,UNKNOWN,HOURLY_CONTRACT,Engineer Officer at Canadian Armed Forces | Forces armÃ©es canadiennes,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-engineer-officer-canadian-armed-forces-forces-armees-canadiennes-1136678,"teaching, education, customer support, ops, recruiter, engineer, full time, part time, sys admin, technical, exec, golang",RemoteOK,2026-08-15 12:04
1055,0.0,UNKNOWN,HOURLY_CONTRACT,Infanteer at Canadian Armed Forces | Forces armÃ©es canadiennes,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-infanteer-canadian-armed-forces-forces-armees-canadiennes-1136677,"teaching, education, customer support, ops, recruiter, engineer, full time, part time",RemoteOK,2026-08-15 12:04
787,0.0,UNKNOWN,HOURLY_CONTRACT,Current Openings at Black Talon Security,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-current-openings-black-talon-security-1136664,infosec,RemoteOK,2026-08-15 05:30
496,0.0,UNKNOWN,HOURLY_CONTRACT,Store Manager Macpac Carindale at Macpac Ltd.,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-store-manager-macpac-carindale-macpac-ltd-1136709,"architecture, medical, exec, education, customer support, marketing, virtual assistant, ops, sales, infosec, travel, finance, recruiter, Next.js",RemoteOK,2026-08-15 04:54
495,0.0,UNKNOWN,HOURLY_CONTRACT,Porter at W Hotels,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-porter-w-hotels-1136724,"architecture, medical, exec, education, customer support, marketing, virtual assistant, ops, sales, infosec, travel, finance, recruiter, design, python, vfx, technical, supervisor, c, c plus plus, senior, digital nomad, legal, payroll, admin, scheme, full time, dev, english teacher, teaching, hr, music, junior, sys admin, golang, engineer",RemoteOK,2026-08-15 04:54
130,0.0,UNKNOWN,HOURLY_CONTRACT,Gardener Handyman Driver at NT Health,"$67,945 USD",EMAIL,julie.casey@nt.gov.au,,,mailto:julie.casey@nt.gov.au,"customer support, exec, medical",RemoteOK,2026-08-14 20:15
52,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"SEEKING FREELANCER, remote or on-site in Oslo, Norway. Part-time",Milestone Quote,EMAIL,aksel@plyo.io,,,mailto:aksel@plyo.io,"JavaScript, React, Next.js, SQL, AWS, Azure",Hacker News,2026-08-14 20:04
51,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"There are monthly ""Who Wants to be Hired"" and ""Freelancer? Seeking Freelancer?"" threads for this.",Milestone Quote,SOURCE_LINK,,,,https://news.ycombinator.com/item?id=9871356,,Hacker News,2026-08-14 20:04
50,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"SEEKING FREELANCER - Experienced Ruby on Rails Developer - Manchester, UK - Either remote or on-site",Milestone Quote,EMAIL,bang@boomkat.com,,@boomkat,mailto:bang@boomkat.com,"Ruby, PostgreSQL, AWS",Hacker News,2026-08-14 20:04
49,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"Seeking freelancers -- NYC only, remote OK",$40 USD,EMAIL,ken@liquidtalent.com,,,mailto:ken@liquidtalent.com,"Python, Ruby, iOS",Hacker News,2026-08-14 20:04
48,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,SEEKING FREELANCER,Milestone Quote,EMAIL,david+hn@elevateapp.com,,@elevateapp,mailto:david+hn@elevateapp.com,iOS,Hacker News,2026-08-14 20:04
47,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,SEEKING FREELANCER - Tootter - Full Stack Web - NYC (Remote),Milestone Quote,EMAIL,team@tootter.com,,@tootter,mailto:team@tootter.com,"Ruby, JavaScript, Next.js, AWS",Hacker News,2026-08-14 20:04
46,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,SEEKING REMOTE FREELANCER(S),Milestone Quote,EMAIL,mqudsi@neosmart.net,,@neosmart,mailto:mqudsi@neosmart.net,"C#, Next.js, HTML/CSS, Linux",Hacker News,2026-08-14 20:04
45,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"SEEKING FREELANCER | LevelStory | Senior iOS/Android Contractor | Seattle, WA | REMOTE | 2 - 6 month",Milestone Quote,EMAIL,bill@levelstory.com,,@levelstory,mailto:bill@levelstory.com,"AWS, iOS, Android",Hacker News,2026-08-14 20:04
44,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,SEEKING FREELANCER | PHP developer (WordPress) | REMOTE | EU or East Asian timezone,Milestone Quote,EMAIL,luca@blissfulsystems.com,,@blissfulsystems,mailto:luca@blissfulsystems.com,PHP,Hacker News,2026-08-14 20:04
43,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,"SEEKING FREELANCER | Shyp | San Francisco, CA (Remote OK)",Milestone Quote,EMAIL,dylan@shyp.com,,,mailto:dylan@shyp.com,"JavaScript, HTML/CSS",Hacker News,2026-08-14 20:04
42,0.0,UNKNOWN,HOURLY_CONTRACT,"Airtable: Program Manager, Professional Services - East","$179,500 USD",EMAIL,"hr@airtable.com, life@airtable.for, an@airtable.com, hr@airtable.com.learn",,@airtable,mailto:hr@airtable.com,,WeWorkRemotely,2026-08-14 20:04
41,0.0,UNKNOWN,HOURLY_CONTRACT,"Stripe: Credit Risk Analyst Commercial Underwriter, West Coast",Milestone Quote,SOURCE_LINK,,,,https://weworkremotely.com/remote-jobs/stripe-credit-risk-analyst-commercial-underwriter-west-coast,SQL,WeWorkRemotely,2026-08-14 20:04
40,0.0,UNKNOWN,HOURLY_CONTRACT,"Airtable: Program Manager, Professional Services - West","$179,500 USD",EMAIL,"hr@airtable.com, life@airtable.for, an@airtable.com, hr@airtable.com.learn",,@airtable,mailto:hr@airtable.com,,WeWorkRemotely,2026-08-14 20:04
38,0.0,UNKNOWN,HOURLY_CONTRACT,"Stripe: Credit Risk Analyst, North American Underwriter",Milestone Quote,SOURCE_LINK,,,,https://weworkremotely.com/remote-jobs/stripe-credit-risk-analyst-north-american-underwriter,SQL,WeWorkRemotely,2026-08-14 20:04
37,0.0,UNKNOWN,HOURLY_CONTRACT,Dropbox: Head of Field and Partner Marketing,"$247,900 USD",SOURCE_LINK,,,,https://weworkremotely.com/remote-jobs/dropbox-head-of-field-and-partner-marketing,"OpenAI, Anthropic, Gemini",WeWorkRemotely,2026-08-14 20:04
34,0.0,UNKNOWN,HOURLY_CONTRACT,Airtable: Senior Solutions Architect- West Coast,"$170,000 USD",EMAIL,"hr@airtable.com, life@airtable.for, an@airtable.com, hr@airtable.com.learn",,@airtable,mailto:hr@airtable.com,,WeWorkRemotely,2026-08-14 20:04
33,0.0,UNKNOWN,HOURLY_CONTRACT,Airtable: Senior Solutions Architect,"$170,000 USD",EMAIL,"hr@airtable.com, life@airtable.for, an@airtable.com, hr@airtable.com.learn",,@airtable,mailto:hr@airtable.com,,WeWorkRemotely,2026-08-14 20:04
32,0.0,UNKNOWN,HOURLY_CONTRACT,Product Manager at Resourceful Talent Group,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-product-manager-resourceful-talent-group-1136579,"product manager, exec, saas, technical, dev, finance, ops, engineer, full time, digital nomad",RemoteOK,2026-08-14 20:04
31,0.0,UNKNOWN,HOURLY_CONTRACT,Appliances Sales Associate PRINCE GEORGE at The Home Depot Canada,$22 USD,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-appliances-sales-associate-prince-george-the-home-depot-canada-1136679,"sales, non tech",RemoteOK,2026-08-14 20:04
30,0.0,UNKNOWN,HOURLY_CONTRACT,MARINE PAINTER &amp; BLASTER at German Ship Repair Jamaica Limited,Milestone Quote,EMAIL,hr@gsrj.com.jm,,,mailto:hr@gsrj.com.jm,"sys admin, infosec, education, technical, supervisor, travel, exec, virtual assistant, finance, senior, ops, full time, customer support, dev, digital nomad, hr, medical, recruiter",RemoteOK,2026-08-14 20:04
29,0.0,UNKNOWN,HOURLY_CONTRACT,HYGPOOLOP at Hovis Ltd,Milestone Quote,EMAIL,here@hovis.does,,,mailto:here@hovis.does,"customer support, finance, recruiter, non tech, scheme, medical, engineer",RemoteOK,2026-08-14 20:04
28,0.0,UNKNOWN,HOURLY_CONTRACT,Sub Agent at Skanska,Milestone Quote,EMAIL,recruitment@skanska.co.uk,,@skanska,mailto:recruitment@skanska.co.uk,"customer support, finance, recruiter, non tech",RemoteOK,2026-08-14 20:04
27,0.0,UNKNOWN,HOURLY_CONTRACT,Senior Data Engineer at Lemon.io,"$180,000 USD",SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-senior-data-engineer-lemon-io-1136594,"dev, engineer, full time, senior, python, sql, aws, gcp, apache, LLM, Python, Node.js, Go, Rust, Java, PHP, Ruby, TypeScript, JavaScript, React, Next.js, Vue, Angular, Svelte, Snowflake, SQL, AWS, GCP, Azure, React Native, Flutter, iOS, Android",RemoteOK,2026-08-14 20:04
26,0.0,UNKNOWN,HOURLY_CONTRACT,Locator at Aecon Group Inc.,$29 USD,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-locator-aecon-group-inc-1136666,"infosec, sys admin, education, supervisor, coordinator, customer support, dev, travel, exec, excel, engineer, digital nomad",RemoteOK,2026-08-14 20:04
24,0.0,UNKNOWN,HOURLY_CONTRACT,Carve Out Lead at Arbex,Milestone Quote,SOURCE_LINK,,,,https://remoteok.com/remote-jobs/remote-carve-out-lead-arbex-1136624,exec,RemoteOK,2026-08-14 20:04
18,0.0,DIRECT_FOUNDER,HOURLY_CONTRACT,Frontend React & TypeScript Specialist Needed,Milestone Quote,SOURCE_LINK,,,,https://news.ycombinator.com/item?id=cffb45fd,"React, TypeScript",Hacker News,2026-08-14 20:04
